name,raw_description
"K 1-Alla, Civilian Small Training Aircraft","Low wing, monoplane, 2 seats, auto-feathering 3 bladed propeller, Fast, easy to handle, excellent maneuverable & reliable
Very fertile multi-role can be used as Personal transporter, Trainer and even Mail transporter"
Propeller,Propeller
14×8 RC Propeller,"Plastic RC propeller 14×8

Please can you click the like button if you download"
AGRICULTEUR (UAV),"The AGRICULTEUR UAV is a small, low altitude unmanned aerial vehicle design by Kavian Niazi. This conceptual design applied to farming in order to help increase crop production and monitor crop growth."
5 inch Racing Drone Propeller,"5 inch three-blade propeller for racing drones. You can find here puller and pusher version, CW and CCW."
Propeller design thought experiment.,Purely conceptual propeller design.
"Kaplan turbine, study.",Design study of kaplan turbine.
Submarine Propeller Concept 07,A submarine self-shrouded propeller. Entirely conceptual.
DELIVERY DRONE (DELDRO),"THIS DRONE IS USE FOR DELIVER THE MEDICAL AS WELL AS AGRICULTURAL PRODUCT. THE DESIGN OF THIS DRONE IS HELP TO FLYING FAST, 150*100*100 BOX IS USED HERE FOR DELIVERY. 6 NOS OF PROPELLER USED TO PROVIDE HIGH LIFT AND THRUST.IT IS DURABLE AND FACE ANY SEASONAL CONDITIONS."
Thruster azimuth,"azipod propulsion model

You can use my model for your project or presentation with reference."
Kaplan Turbine Design,"Kaplan Turbine Design with CATIA V5 , Kaplan Turbine Design , at low head and at higher flow rates ,  
 adjusted propeller blades with automatically adjusted wicket gates to achieve efficiency over a wide range of flow and water level , turbine efficiencies are typically over 90% , 
Cavitation is the major problem in this turbine. Use of draft tube and proper material generally stainless steel for the runner blades may reduce the cavitation problem to a greater extent, Catia V5 ,"
Kata RO-Ro for Stena Line  (V2),"Solution similar to the previous one 
https://grabcad.com/library/kata-ro-ro-for-stena-lines-1
but with less immersion and different streams.
The dimensions for a draft height of 6.5 m corresponding to a displacement of 16,000 tons were revised.
The propeller support can rotate 360 °, and therefore the ship can reverse the direction of travel in the operations of docking in the ports."
STENA-RORO-DISP16000T,"When you see that picture, you can see there are several different values from the design. Yes, I designed this to break different lines of thinking. Join among factors such as art, luxury, function, calculation, taste, base of rules and requirements, etc. Looking description of Stena where Ropax and Roro vessels which is are important part of Europe's trade. So, combining them is the key to getting plus value where the passenger Ro-Ro ship feels like sailing a cruise ship. Having 3 ramp are bow visor; side ramp; and stern ramp also appox 2 car deck makes loading and unloading process is easy in any port area and position, a new concept of wheel house very chalenging for construction, and give concept about hull form which can be using with many type of modern propulsor such as Z-Peller; propeller with rudder and skeg construction; Voith Scneider Propeller and other plus value for hull form is near to production process.You can see my file in attachment file. Leave a comment to correct it and don't forget to click like before downloading. Thank you very much"
Propeller,Hélice - Meio de propulsão
40 mm prop guard,Prop guard for small quad copter with 40 mm propellers. It is suitable for  0708 / 1103 motors.
EDF impeller 65mm (with shroud),I wish this file helps people who makes RC model with CAD.
propeller_cone_model,cone and propeller set for model airplane
Hub Bar for propeller,Adjustable two blade propeller connection
STAN TUG 1004,"Prototype : DAMEN STAN TUG 1004
Principal Dimensions
Length Hull 10.67 Meter
Beam 4.52 Meter
Draft 1.70 Meter
Propulsion : Inboard (Main Engine) 1 Propeller"
Fairey Huntsman 31 R/C boat,"UPDATE - April, the 19th

You can see vids of the Huntsman running here : https://www.facebook.com/ftm.ftmaventure59/

UPDATE - December, the 16th

My model is now almost finished and the first trials showed a very capable and speed boat! 
So, a few more if you want to try the adventure...
First, and very important : the drive.
There's a steel flexible coupling, 2mm diameter. It turns into a 4mm outside teflon pipe, with silicone grease to limit the water infiltration. As it's VERY flexible, I add a second plain bearing (chaise 2) behind the 28mm propeller and glued under the hull, so the vibrations are limited. A piece of brass tube (outside diameter 3mm) is inserted in the end fitting of the teflon pipe, and in chaise 2. 
The coupling between the engine and the steel flexible is made by two coaxial pieces of brass tube (ext. 3mm in ext. 4mm) tightened by two steel clips (see inside pictures).
Important : the flexible acts like a pump in its sheat, so try to find a propeller that turns in the good way, so no water will enter in the hull by this way.
Inside the boat, two pieces of wood are glued in order to support the 3S 4500mah lipo. Be careful that it isn't too high, as the cockpit is low at this place!
A waterproof box, in front of the engine, contains the receiver and the ESC (the one I chose for his reverse is these : https://www.ebay.com/itm/S-35A-Brushless-ESC-Electric-Speed-Control-5V-2A-BEC-for-Racing-Car-Model-RC723/372465235266?epid=12016014889&hash=item56b8a87542:g:3NwAAOSwArFbvVn8:rk:1:pf:0 )
The trial I made indicates a 1A consumption at about 3 knots, but it can reach more than 15 knots with a max of 11A - 120W.

To give a better appearance, I add a few wood pieces, and made a cramp and a windglass. Please, be better painters than me, as it's a disaster, but at two or three meters it's almost nice...

Last, the name on the rear is very simply printed with the picture conversion of Cura. Type your own name on open office, make a screen capture of it, drag and drop in Cura, and that's done...

Oh, and I forgot : the balcony is made of steel wire, soldered with tin. I thought about print it too, but  I'm afraid it would have been too fragile.

Initial informations:

Inspired by the famous Marc Spital's version, I tried to make a printable version of this superb design boat. 
That's done, but I'm not too proud of the result, as I made her as a volume - can't have a watertight stl as a surface! So, many approximations and awful hacks, but thi..."
GZ-500 UAV (New Version),"The GZ-500 UAV is a small, low altitude unmanned aerial vehicle design by Kavian Niazi."
PC-Fan,"This PC-Fan is From SolidWorks Tutorial Channel I've Designed it To Learn Flow Simulation in SolidWorks 2018...
Contains An Animation GIF And Motion STudy.."
Lego Plane 8429,"Here we have another model from my childhood. The Helicopter is the Primary design from the set and the plane is the secondary model. I have built this helicopter model a number of times, although the plane only once. Today was the second time I build the plane, except this time it is virtual.
When I was young this was one of my favourites. At the time it had the most complicated mechanism of all my Lego models. The crank on the side turns both the main rotor and the tail rotor. They are geared so they turn fairly quickly, although this is never going to take off.

The plane is a little simpler, it does not use quite as many components. The kit was forces on the helicopter, but most kits at the time had instructions for multiple models. This one has instructions for the helicopter and the plane. I actually don;t have the instructions for these any more. It took me quite a while searching the internet before I found the instructions online. The wheels on the plane are linked to the propeller on the front. As the plane is pushed along the ground it turn the propeller.
This was modeled in Autodesk Inventor. The level of detail on them is pretty much perfect, right down to the tiny ""LEGO"" text in the studs. If you download the native Inventor files the constraints are setup to work the mechanical linkages. As the files use the same components as my other Lego models you can put them in the folder and the assemblies will share files.
The STEP files can be downloaded separately, while the Inventor files are packaged into individual ZIP files. If you download both you can combine the files."
DALPROP T5046C Cyclone,3 bladed prop I modeled to aid in a quad model build I'm working on.
DALPROP T3045,"I needed a relatively accurate prop for my 130 mini quad model to asses the design options for a canopy 
This is CCW"
Pegasus UAV,"The Pegasus UAV is a small, low altitude, long endurance unmanned aerial vehicle design by Kavian Niazi."
Three-Blade 5 Inch Propeller,"This three-blade 5 inch propeller was design for racing drones. This is CW version. If you want CCW version just mirror it. 
Size: 5 inch
Motor shaft size: 5mm
Mount height: 9,5mm
You can check out new version:
https://grabcad.com/library/5-inch-racing-drone-propeller-1"
Tuyère Kort - Kort Nozzle,"Designed with NACA 0018 for the upper, and MARIN 19A for the nozzle
Ready to print (and really easy to do!) for a 35mm propeller, use the proportionality for smaller or larger."
Fw190 propeller 7inch,Triblade Focke Wulf 190 propeller and mould.
3-blade Propeller 65mm,"CAD files for a micro triblade propeller.
The shape is from a super constellation."
Aerostar Carbon Fibre Propeller 5x5 (127mm),"Aerostar Carbon Fibre Propeller 5x5 (127mm), 6mm hole (Can be purchased at Hobbyking.com)

With fusion 360 design  file (.f3d) if you would like to modify it to other dimensions"
